{'INCOME': 'low', 'MARITAL_STATUS': 'single', 'SPECIAL_NEEDS': False, 'ELDERLY_CARE': True, 'TAXPAYER_DURATION': 'new', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [], 'money': 66750.4915964659, 'tax': '4325.05'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [22, 13, 22], 'money': 41499.49749491424, 'tax': '3562.40'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [16, 19], 'money': 16569.561612673755, 'tax': '0.00'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [15, 18, 16, 14, 19], 'money': 20598.016092393227, 'tax': '0.00'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [18, 20, 22, 14], 'money': 41089.558573498536, 'tax': '4197.02'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [15, 24, 23, 12], 'money': 91362.78517427511, 'tax': '13273.93'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [22, 24, 12, 17, 19, 12, 24], 'money': 21389.77325550643, 'tax': '0.00'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [13, 14, 21, 13, 17, 23, 12], 'money': 31585.045747541706, 'tax': '0.00'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [14, 23, 21], 'money': 66423.27227692316, 'tax': '9057.92'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [17, 19, 13, 22, 14, 18, 17], 'money': 91720.95404713727, 'tax': '11869.48'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [13, 17, 18, 23, 12, 12, 19], 'money': 21342.58669917505, 'tax': '0.00'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [13, 23, 17, 19, 19], 'money': 82633.0841531961, 'tax': '11520.29'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [21, 12, 18], 'money': 22734.227181470284, 'tax': '1469.50'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'regular', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [25], 'money': 85690.46378048837, 'tax': '13906.19'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [14], 'money': 41509.22374385082, 'tax': '4276.66'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [21], 'money': 21161.466082027346, 'tax': '524.06'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [15, 23, 25, 13, 19, 18], 'money': 77820.04665696633, 'tax': '9552.61'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [20, 24, 20, 22, 24, 18, 21], 'money': 27858.894652979645, 'tax': '379.60'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [16, 12, 20, 20, 12, 20], 'money': 68568.70803387713, 'tax': '8112.37'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [], 'money': 79086.22709617807, 'tax': '11895.52'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [18, 15, 17, 23], 'money': 35266.0237211563, 'tax': '3107.88'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [20, 14, 21, 13], 'money': 19771.070701777044, 'tax': '48.79'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [14, 23, 18, 14, 19, 20], 'money': 71103.62767218909, 'tax': '8523.65'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [13, 16, 13, 22], 'money': 25015.043633434987, 'tax': '317.71'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [25, 21, 20, 13, 18], 'money': 30436.79586032536, 'tax': '1923.62'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [14], 'money': 54555.04832431707, 'tax': '7074.91'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [21, 16], 'money': 47575.92516632406, 'tax': '6223.67'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [23, 18, 20, 13], 'money': 72503.1053572554, 'tax': '9900.56'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [24, 23, 12, 24], 'money': 88025.43285200384, 'tax': '13234.58'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'urban', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [16, 14], 'money': 23510.730104493825, 'tax': '1711.93'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [24, 19, 25, 20, 17, 16], 'money': 79966.7068805648, 'tax': '9489.01'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [], 'money': 51576.938685103974, 'tax': '6088.85'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [16, 25], 'money': 62562.78300063218, 'tax': '7886.30'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [15, 18, 12], 'money': 65472.08123346748, 'tax': '7689.97'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [14, 24, 14, 18, 17, 20, 13], 'money': 54906.96006265958, 'tax': '5023.25'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [12, 25, 19, 18, 21, 23, 22], 'money': 17462.88248056033, 'tax': '0.00'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [], 'money': 25649.27924422662, 'tax': '2636.87'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [15, 21, 20, 13, 19, 18], 'money': 42391.92660527858, 'tax': '3400.55'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [24, 25, 20], 'money': 76057.86546258137, 'tax': '10405.42'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [17, 14, 14, 23, 17], 'money': 64451.541225707784, 'tax': '6786.28'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [22], 'money': 94391.38421908564, 'tax': '14515.45'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [14, 19, 15, 22, 14, 20, 22], 'money': 22574.437765399332, 'tax': '0.00'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [19], 'money': 92740.13545281728, 'tax': '14623.22'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [23], 'money': 80226.31941070335, 'tax': '12100.74'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [12, 14, 14, 14], 'money': 64295.74043038729, 'tax': '8243.23'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'suburban', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [13, 17, 14, 23, 17, 15, 18], 'money': 15426.854907253062, 'tax': '0.00'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [15, 19, 24, 13, 16], 'money': 36673.07265785859, 'tax': '1606.15'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [14, 21, 12, 22], 'money': 36877.607561586294, 'tax': '1822.97'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [12, 20, 14], 'money': 94305.44143419348, 'tax': '12969.98'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [17, 22, 17, 20, 13, 19, 16], 'money': 91549.94526564247, 'tax': '10763.99'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [15], 'money': 45713.426396895076, 'tax': '5348.42'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [12, 16, 22, 13, 17, 24], 'money': 92358.9473555434, 'tax': '11584.61'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [22, 21, 19], 'money': 75901.0113570196, 'tax': '10692.18'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [23, 24, 18, 16, 17, 23, 15], 'money': 42016.66919338271, 'tax': '2703.00'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [19, 19, 18, 13, 24, 25], 'money': 92196.97649017246, 'tax': '12140.46'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [25, 21, 16, 14, 19, 24], 'money': 33386.850973919994, 'tax': '1104.63'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [], 'money': 34716.00887541319, 'tax': '3863.88'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [13, 12, 14, 19, 14, 18], 'money': 87822.556112681, 'tax': '10813.06'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [25, 20], 'money': 55760.14008490248, 'tax': '7516.83'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [18, 15], 'money': 84193.3023839352, 'tax': '12184.79'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [24], 'money': 17739.065751594375, 'tax': '1213.03'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': True, 'ELDERLY_CARE': False, 'TAXPAYER_DURATION': 'long_term', 'CITY_CATEGORY': 'rural', 'EDUCATION': False, 'HEALTHCARE': False, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [19, 15, 21], 'money': 86736.00927695034, 'tax': '12642.48'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': False, 'ELDERLY_CARE': True, 'TAXPAYER_DURATION': 'new', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [17, 24, 24, 25], 'money': 73645.22035921138, 'tax': '10479.04'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': False, 'ELDERLY_CARE': True, 'TAXPAYER_DURATION': 'new', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [20, 18, 16, 25, 15, 18], 'money': 55195.63852035676, 'tax': '5689.13'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': False, 'ELDERLY_CARE': True, 'TAXPAYER_DURATION': 'new', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'owns', 'CHILD': [13, 23, 13], 'money': 53678.16329077395, 'tax': '6885.63'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': False, 'ELDERLY_CARE': True, 'TAXPAYER_DURATION': 'new', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': True, 'GREEN_INITIATIVES': False, 'PROPERTY_STATUS': 'rents', 'CHILD': [12, 24, 18, 21, 20], 'money': 18999.781009729842, 'tax': '0.00'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': False, 'ELDERLY_CARE': True, 'TAXPAYER_DURATION': 'new', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'owns', 'CHILD': [24, 12, 14, 14, 24, 24, 19], 'money': 87748.97492405944, 'tax': '12749.79'}
{'INCOME': 'middle', 'MARITAL_STATUS': 'married', 'SPECIAL_NEEDS': False, 'ELDERLY_CARE': True, 'TAXPAYER_DURATION': 'new', 'CITY_CATEGORY': 'urban', 'EDUCATION': True, 'HEALTHCARE': False, 'GREEN_INITIATIVES': True, 'PROPERTY_STATUS': 'rents', 'CHILD': [25, 24, 16], 'money': 86501.39151900448, 'tax': '13800.28'}
